Domain Code,Domain,Item Code,Item,Description
FBSH,Food Balance: Food Balances (old methodology and population),2586,"Oilcrops Oil, Other","Default composition: 264 Butter of karite nuts, 266 Oil, castor beans, 276 Oil, tung nuts, 278 Oil, jojoba, 281 Oil, safflower, 297 Oil, poppy, 306 Vegetable tallow, 307 Oil, stillingia, 313 Oil, kapok, 334 Oil, linseed, 337 Oil, hempseed, 340 Oil, vegetable origin nes, 664 Cocoa, butter, 1241 Margarine, liquid, 1242 Margarine, short, 1273 Castor oil, hydrogenated (opal wax), 1274 Oil, boiled etc, 1275 Oil, hydrogenated"
FBSH,Food Balance: Food Balances (old methodology and population),2570,"Oilcrops, Other","Default composition: 263 Karite nuts (sheanuts), 265 Castor oil seed, 275 Tung nuts, 277 Jojoba seed, 280 Safflower seed, 296 Poppy seed, 299 Melonseed, 305 Tallowtree seed, 310 Kapok fruit, 311 Kapokseed in shell, 312 Kapokseed shelled, 333 Linseed, 336 Hempseed, 339 Oilseeds nes, 343 Flour, oilseeds"
FBSH,Food Balance: Food Balances (old methodology and population),2580,Olive Oil,"Default composition: 261 Oil, olive, virgin, 274 Oil, olive residues"
FBSH,Food Balance: Food Balances (old methodology and population),2563,Olives (including preserved),"Default composition: 260 Olives, 262 Olives preserved"
FBSH,Food Balance: Food Balances (old methodology and population),2602,Onions,"Default composition: 403 Onions, dry"
FBSH,Food Balance: Food Balances (old methodology and population),2611,"Oranges, Mandarines","Default composition: 490 Oranges, 491 Juice, orange, single strength, 492 Juice, orange, concentrated, 495 Tangerines, mandarins, clementines, satsumas, 496 Juice, tangerine"
FBSH,Food Balance: Food Balances (old methodology and population),2562,Palm kernels,"Default composition: 254 Oil, palm fruit, 256 Palm kernels"
FBSH,Food Balance: Food Balances (old methodology and population),2577,Palm Oil,"Default composition: 257 Oil, palm, 1276 Fatty acids, 1277 Fatty substance residues"
FBSH,Food Balance: Food Balances (old methodology and population),2576,Palmkernel Oil,"Default composition: 258 Oil, palm kernel"
FBSH,Food Balance: Food Balances (old methodology and population),2547,Peas,"Default composition: 187 Peas, dry"
FBSH,Food Balance: Food Balances (old methodology and population),2763,Pelagic Fish,"Default composition: 1527 Pelagic Frsh, 1528 Pelgc Fz Whl, 1529 Pelgc Fillet, 1530 Pelgc Fz Flt, 1531 Pelgc Cured, 1532 Pelgc Canned, 1533 Pelgc Pr nes, 1534 Pelgc Meals"
FBSH,Food Balance: Food Balances (old methodology and population),2640,Pepper,Default composition: 687 Pepper (piper spp.)
FBSH,Food Balance: Food Balances (old methodology and population),2733,Pigmeat,"Default composition: 1035 Meat, pig, 1038 Meat, pork, 1039 Bacon and ham, 1041 Meat, pig sausages, 1042 Meat, pig, preparations"
FBSH,Food Balance: Food Balances (old methodology and population),2641,Pimento,"Default composition: 689 Chillies and peppers, dry"
FBSH,Food Balance: Food Balances (old methodology and population),2618,Pineapples and products,"Default composition: 574 Pineapples, 575 Pineapples canned, 576 Juice, pineapple, 580 Juice, pineapple, concentrated"
FBSH,Food Balance: Food Balances (old methodology and population),2616,Plantains,Default composition: 489 Plantains
FBSH,Food Balance: Food Balances (old methodology and population),2501,Population,
FBSH,Food Balance: Food Balances (old methodology and population),2531,Potatoes and products,"Default composition: 116 Potatoes, 117 Flour, potatoes, 118 Potatoes, frozen, 119 Starch, potatoes, 121 Tapioca, potatoes"
FBSH,Food Balance: Food Balances (old methodology and population),2734,Poultry Meat,"Default composition: 1058 Meat, chicken, 1060 Fat, liver prepared (foie gras), 1061 Meat, chicken, canned, 1069 Meat, duck, 1073 Meat, goose and guinea fowl, 1080 Meat, turkey"
FBSH,Food Balance: Food Balances (old methodology and population),2911,Pulses,
FBSH,Food Balance: Food Balances (old methodology and population),2549,"Pulses, Other and products","Default composition: 181 Broad beans, horse beans, dry, 191 Chick peas, 195 Cow peas, dry, 197 Pigeon peas, 201 Lentils, 203 Bambara beans, 205 Vetches, 210 Lupins, 211 Pulses, nes, 212 Flour, pulses, 213 Bran, pulses"
FBSH,Food Balance: Food Balances (old methodology and population),2574,Rape and Mustard Oil,"Default composition: 271 Oil, rapeseed, 293 Oil, mustard"
FBSH,Food Balance: Food Balances (old methodology and population),2558,Rape and Mustardseed,"Default composition: 270 Rapeseed, 292 Mustard seed, 295 Flour, mustard"
FBSH,Food Balance: Food Balances (old methodology and population),2805,Rice (Milled Equivalent),"Default composition: 27 Rice, paddy, 28 Rice, husked, 29 Rice, milled/husked, 31 Rice, milled, 32 Rice, broken, 33 Gluten, rice, 34 Starch, rice, 35 Bran, rice, 38 Flour, rice"
FBSH,Food Balance: Food Balances (old methodology and population),2581,Ricebran Oil,"Default composition: 36 Oil, rice bran"
FBSH,Food Balance: Food Balances (old methodology and population),2534,"Roots, Other","Default composition: 135 Yautia (cocoyam), 136 Taro (cocoyam), 149 Roots and tubers, nes, 150 Flour, roots and tubers nes, 151 Roots and tubers dried"
FBSH,Food Balance: Food Balances (old methodology and population),2515,Rye and products,"Default composition: 71 Rye, 72 Flour, rye, 73 Bran, rye"
FBSH,Food Balance: Food Balances (old methodology and population),2561,Sesame seed,Default composition: 289 Sesame seed
FBSH,Food Balance: Food Balances (old methodology and population),2579,Sesameseed Oil,"Default composition: 290 Oil, sesame"
FBSH,Food Balance: Food Balances (old methodology and population),2518,Sorghum and products,"Default composition: 83 Sorghum, 84 Flour, sorghum, 85 Bran, sorghum"
FBSH,Food Balance: Food Balances (old methodology and population),2571,Soyabean Oil,"Default composition: 237 Oil, soybean"
FBSH,Food Balance: Food Balances (old methodology and population),2555,Soyabeans,"Default composition: 236 Soybeans, 239 Soya sauce, 240 Soya paste, 241 Soya curd"
FBSH,Food Balance: Food Balances (old methodology and population),2923,Spices,
FBSH,Food Balance: Food Balances (old methodology and population),2645,"Spices, Other","Default composition: 692 Vanilla, 693 Cinnamon (canella), 702 Nutmeg, mace and cardamoms, 711 Anise, badian, fennel, coriander, 720 Ginger, 723 Spices, nes"
FBSH,Food Balance: Food Balances (old methodology and population),2907,Starchy Roots,
FBSH,Food Balance: Food Balances (old methodology and population),2922,Stimulants,
FBSH,Food Balance: Food Balances (old methodology and population),2909,Sugar & Sweeteners,
FBSH,Food Balance: Food Balances (old methodology and population),2542,Sugar (Raw Equivalent),"Default composition: 158 Sugar, cane, raw, centrifugal, 159 Sugar, beet, raw, centrifugal, 162 Sugar Raw Centrifugal, 164 Sugar refined, 168 Sugar confectionery, 171 Sugar flavoured"
FBSH,Food Balance: Food Balances (old methodology and population),2537,Sugar beet,Default composition: 157 Sugar beet
FBSH,Food Balance: Food Balances (old methodology and population),2536,Sugar cane,Default composition: 156 Sugar cane
FBSH,Food Balance: Food Balances (old methodology and population),2908,Sugar Crops,
FBSH,Food Balance: Food Balances (old methodology and population),2541,Sugar non-centrifugal,Default composition: 163 Sugar non-centrifugal
FBSH,Food Balance: Food Balances (old methodology and population),2557,Sunflower seed,Default composition: 267 Sunflower seed
FBSH,Food Balance: Food Balances (old methodology and population),2573,Sunflowerseed Oil,"Default composition: 268 Oil, sunflower"
FBSH,Food Balance: Food Balances (old methodology and population),2533,Sweet potatoes,Default composition: 122 Sweet potatoes
FBSH,Food Balance: Food Balances (old methodology and population),2543,"Sweeteners, Other","Default composition: 154 Fructose chemically pure, 155 Maltose chemically pure, 160 Maple sugar and syrups, 161 Sugar crops, nes, 165 Molasses, 166 Fructose and syrup, other, 167 Sugar, nes, 172 Glucose and dextrose, 173 Lactose, 175 Isoglucose, 633 Beverages, non alcoholic"
FBSH,Food Balance: Food Balances (old methodology and population),2635,Tea (including mate),"Default composition: 667 Tea, 671 Maté, 672 Tea, mate extracts"
FBSH,Food Balance: Food Balances (old methodology and population),2601,Tomatoes and products,"Default composition: 388 Tomatoes, 389 Juice, tomato, concentrated, 390 Juice, tomato, 391 Tomatoes, paste, 392 Tomatoes, peeled"
FBSH,Food Balance: Food Balances (old methodology and population),2912,Treenuts,
FBSH,Food Balance: Food Balances (old methodology and population),2914,Vegetable Oils,
FBSH,Food Balance: Food Balances (old methodology and population),2918,Vegetables,
FBSH,Food Balance: Food Balances (old methodology and population),2605,"Vegetables, Other","Default composition: 358 Cabbages and other brassicas, 366 Artichokes, 367 Asparagus, 372 Lettuce and chicory, 373 Spinach, 378 Cassava leaves, 393 Cauliflowers and broccoli, 394 Pumpkins, squash and gourds, 397 Cucumbers and gherkins, 399 Eggplants (aubergines), 401 Chillies and peppers, green, 402 Onions, shallots, green, 406 Garlic, 407 Leeks, other alliaceous vegetables, 414 Beans, green, 417 Peas, green, 420 Vegetables, leguminous nes, 423 String beans, 426 Carrots and turnips, 430 Okra, 446 Maize, green, 447 Sweet corn frozen, 448 Sweet corn prep or preserved, 449 Mushrooms and truffles, 450 Mushrooms, dried, 451 Mushrooms, canned, 459 Chicory roots, 461 Carobs, 463 Vegetables, fresh nes, 464 Vegetables, dried nes, 465 Vegetables, canned nes, 466 Juice, vegetables nes, 469 Vegetables, dehydrated, 471 Vegetables in vinegar, 472 Vegetables, preserved nes, 473 Vegetables, frozen, 474 Vegetables, temporarily preserved, 475 Vegetables, preserved, frozen, 476 Vegetables, homogenized preparations, 567 Watermelons, 568 Melons, other (inc.cantaloupes), 658 Coffee, substitutes containing coffee"
FBSH,Food Balance: Food Balances (old methodology and population),2903,Vegetal Products,
FBSH,Food Balance: Food Balances (old methodology and population),2511,Wheat and products,"Default composition: 15 Wheat, 16 Flour, wheat, 17 Bran, wheat, 18 Macaroni, 19 Germ, wheat, 20 Bread, 21 Bulgur, 22 Pastry, 23 Starch, wheat, 24 Gluten, wheat, 41 Cereals, breakfast, 110 Wafers, 114 Mixes and doughs, 115 Food preparations, flour, malt extract"
FBSH,Food Balance: Food Balances (old methodology and population),2655,Wine,"Default composition: 564 Wine, 565 Vermouths & similar"
FBSH,Food Balance: Food Balances (old methodology and population),2535,Yams,Default composition: 137 Yams
CC,Food Balance: Food Supply - Crops Primary Equivalent,2924,Alcoholic Beverages,
CC,Food Balance: Food Supply - Crops Primary Equivalent,2617,Apples and products,"Default composition: 515 Apples, 518 Juice, apple, single strength, 519 Juice, apple, concentrated"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2615,Bananas,Default composition: 486 Bananas
CC,Food Balance: Food Supply - Crops Primary Equivalent,2513,Barley and products,"Default composition: 44 Barley, 45 Barley, pot, 46 Barley, pearled, 47 Bran, barley, 48 Flour, barley and grits, 49 Malt, 50 Malt extract"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2546,Beans,"Default composition: 176 Beans, dry"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2656,Beer,Default composition: 51 Beer of barley
CC,Food Balance: Food Supply - Crops Primary Equivalent,2658,"Beverages, Alcoholic","Default composition: 634 Beverages, distilled alcoholic"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2657,"Beverages, Fermented","Default composition: 26 Beverages, fermented wheat, 39 Beverages, fermented rice, 66 Beer of maize, 82 Beer of millet, 86 Beer of sorghum, 517 Cider etc"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2532,Cassava and products,"Default composition: 125 Cassava, 126 Flour, cassava, 127 Tapioca, cassava, 128 Cassava dried, 129 Starch, cassava"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2905,Cereals - Excluding Beer,
CC,Food Balance: Food Supply - Crops Primary Equivalent,2520,"Cereals, Other","Default composition: 68 Popcorn, 89 Buckwheat, 90 Flour, buckwheat, 91 Bran, buckwheat, 92 Quinoa, 94 Fonio, 95 Flour, fonio, 96 Bran, fonio, 97 Triticale, 98 Flour, triticale, 99 Bran, triticale, 101 Canary seed, 103 Grain, mixed, 104 Flour, mixed grain, 105 Bran, mixed grains, 108 Cereals, nes, 111 Flour, cereals, 112 Bran, cereals nes, 113 Cereal preparations, nes"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2614,"Citrus, Other","Default composition: 512 Fruit, citrus nes, 513 Juice, citrus, single strength, 514 Juice, citrus, concentrated"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2642,Cloves,Default composition: 698 Cloves
CC,Food Balance: Food Supply - Crops Primary Equivalent,2633,Cocoa Beans and products,"Default composition: 661 Cocoa, beans, 662 Cocoa, paste, 665 Cocoa, powder & cake, 666 Chocolate products nes"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2578,Coconut Oil,"Default composition: 252 Oil, coconut (copra)"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2560,Coconuts - Incl Copra,"Default composition: 249 Coconuts, 250 Coconuts, desiccated, 251 Copra"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2630,Coffee and products,"Default composition: 656 Coffee, green, 657 Coffee, roasted, 659 Coffee, extracts"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2575,Cottonseed Oil,"Default composition: 331 Oil, cottonseed"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2619,Dates,Default composition: 577 Dates
CC,Food Balance: Food Supply - Crops Primary Equivalent,2919,Fruits - Excluding Wine,
CC,Food Balance: Food Supply - Crops Primary Equivalent,2625,"Fruits, Other","Default composition: 521 Pears, 523 Quinces, 526 Apricots, 527 Apricots, dry, 530 Cherries, sour, 531 Cherries, 534 Peaches and nectarines, 536 Plums and sloes, 537 Plums dried (prunes), 538 Juice, plum, single strength, 539 Juice, plum, concentrated, 541 Fruit, stone nes, 542 Fruit, pome nes, 544 Strawberries, 547 Raspberries, 549 Gooseberries, 550 Currants, 552 Blueberries, 554 Cranberries, 558 Berries nes, 567 Watermelons, 568 Melons, other (inc.cantaloupes), 569 Figs, 570 Figs dried, 571 Mangoes, mangosteens, guavas, 572 Avocados, 583 Juice, mango, 587 Persimmons, 591 Cashewapple, 592 Kiwi fruit, 600 Papayas, 603 Fruit, tropical fresh nes, 604 Fruit, tropical dried nes, 619 Fruit, fresh nes, 620 Fruit, dried nes, 622 Juice, fruit nes, 623 Fruit, prepared nes, 624 Flour, fruit, 625 Fruits, nuts, peel, sugar preserved, 626 Fruit, cooked, homogenized preparations"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2901,Grand Total,
CC,Food Balance: Food Supply - Crops Primary Equivalent,2613,Grapefruit and products,"Default composition: 507 Grapefruit (inc. pomelos), 509 Juice, grapefruit, 510 Juice, grapefruit, concentrated"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2620,Grapes and products (excl wine),"Default composition: 560 Grapes, 561 Raisins, 562 Juice, grape, 563 Grapes, must"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2572,Groundnut Oil,"Default composition: 244 Oil, groundnut"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2820,Groundnuts (in Shell Eq),"Default composition: 242 Groundnuts, with shell"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2556,Groundnuts (Shelled Eq),"Default composition: 242 Groundnuts, with shell, 243 Groundnuts, shelled, 246 Groundnuts, prepared, 247 Peanut butter"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2680,Infant food,Default composition: 109 Infant food
CC,Food Balance: Food Supply - Crops Primary Equivalent,2612,"Lemons, Limes and products","Default composition: 497 Lemons and limes, 498 Juice, lemon, single strength, 499 Juice, lemon, concentrated"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2514,Maize and products,"Default composition: 56 Maize, 57 Germ, maize, 58 Flour, maize, 59 Bran, maize, 63 Gluten, maize, 64 Starch, maize, 846 Feed and meal, gluten"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2582,Maize Germ Oil,"Default composition: 60 Oil, maize"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2517,Millet and products,"Default composition: 79 Millet, 80 Flour, millet, 81 Bran, millet"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2899,Miscellaneous,
CC,Food Balance: Food Supply - Crops Primary Equivalent,2928,Miscellaneous,
CC,Food Balance: Food Supply - Crops Primary Equivalent,2544,Molasses,Default composition: 165 Molasses
CC,Food Balance: Food Supply - Crops Primary Equivalent,2551,Nuts and products,"Default composition: 216 Brazil nuts, with shell, 217 Cashew nuts, with shell, 220 Chestnut, 221 Almonds, with shell, 222 Walnuts, with shell, 223 Pistachios, 224 Kola nuts, 225 Hazelnuts, with shell, 226 Areca nuts, 229 Brazil nuts, shelled, 230 Cashew nuts, shelled, 231 Almonds shelled, 232 Walnuts, shelled, 233 Hazelnuts, shelled, 234 Nuts, nes, 235 Nuts, prepared (exc. groundnuts)"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2516,Oats,"Default composition: 75 Oats, 76 Oats rolled, 77 Bran, oats"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2913,Oilcrops,
CC,Food Balance: Food Supply - Crops Primary Equivalent,2586,"Oilcrops Oil, Other","Default composition: 264 Butter of karite nuts, 266 Oil, castor beans, 276 Oil, tung nuts, 278 Oil, jojoba, 281 Oil, safflower, 297 Oil, poppy, 306 Vegetable tallow, 307 Oil, stillingia, 313 Oil, kapok, 334 Oil, linseed, 337 Oil, hempseed, 340 Oil, vegetable origin nes, 664 Cocoa, butter, 1241 Margarine, liquid, 1242 Margarine, short, 1273 Castor oil, hydrogenated (opal wax), 1274 Oil, boiled etc, 1275 Oil, hydrogenated"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2570,"Oilcrops, Other","Default composition: 263 Karite nuts (sheanuts), 265 Castor oil seed, 275 Tung nuts, 277 Jojoba seed, 280 Safflower seed, 296 Poppy seed, 299 Melonseed, 305 Tallowtree seed, 310 Kapok fruit, 311 Kapokseed in shell, 312 Kapokseed shelled, 333 Linseed, 336 Hempseed, 339 Oilseeds nes, 343 Flour, oilseeds"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2580,Olive Oil,"Default composition: 261 Oil, olive, virgin, 274 Oil, olive residues"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2563,Olives (including preserved),"Default composition: 260 Olives, 262 Olives preserved"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2602,Onions,"Default composition: 403 Onions, dry"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2611,"Oranges, Mandarines","Default composition: 490 Oranges, 491 Juice, orange, single strength, 492 Juice, orange, concentrated, 495 Tangerines, mandarins, clementines, satsumas, 496 Juice, tangerine"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2577,Palm Oil,"Default composition: 257 Oil, palm, 1276 Fatty acids, 1277 Fatty substance residues"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2576,Palmkernel Oil,"Default composition: 258 Oil, palm kernel"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2547,Peas,"Default composition: 187 Peas, dry"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2640,Pepper,Default composition: 687 Pepper (piper spp.)
CC,Food Balance: Food Supply - Crops Primary Equivalent,2641,Pimento,"Default composition: 689 Chillies and peppers, dry"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2618,Pineapples and products,"Default composition: 574 Pineapples, 575 Pineapples canned, 576 Juice, pineapple, 580 Juice, pineapple, concentrated"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2616,Plantains,Default composition: 489 Plantains
CC,Food Balance: Food Supply - Crops Primary Equivalent,2531,Potatoes and products,"Default composition: 116 Potatoes, 117 Flour, potatoes, 118 Potatoes, frozen, 119 Starch, potatoes, 121 Tapioca, potatoes"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2911,Pulses,
CC,Food Balance: Food Supply - Crops Primary Equivalent,2549,"Pulses, Other and products","Default composition: 181 Broad beans, horse beans, dry, 191 Chick peas, 195 Cow peas, dry, 197 Pigeon peas, 201 Lentils, 203 Bambara beans, 205 Vetches, 210 Lupins, 211 Pulses, nes, 212 Flour, pulses, 213 Bran, pulses"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2574,Rape and Mustard Oil,"Default composition: 271 Oil, rapeseed, 293 Oil, mustard"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2804,Rice (Paddy Equivalent),"Default composition: 27 Rice, paddy, 33 Gluten, rice, 35 Bran, rice"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2805,Rice and products,"Default composition: 27 Rice, paddy, 28 Rice, husked, 29 Rice, milled/husked, 31 Rice, milled, 32 Rice, broken, 33 Gluten, rice, 34 Starch, rice, 35 Bran, rice, 38 Flour, rice"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2581,Ricebran Oil,"Default composition: 36 Oil, rice bran"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2815,Roots & Tuber Dry Equiv,
CC,Food Balance: Food Supply - Crops Primary Equivalent,2534,"Roots, Other","Default composition: 135 Yautia (cocoyam), 136 Taro (cocoyam), 149 Roots and tubers, nes, 150 Flour, roots and tubers nes, 151 Roots and tubers dried"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2515,Rye and products,"Default composition: 71 Rye, 72 Flour, rye, 73 Bran, rye"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2561,Sesame seed,Default composition: 289 Sesame seed
CC,Food Balance: Food Supply - Crops Primary Equivalent,2579,Sesameseed Oil,"Default composition: 290 Oil, sesame"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2518,Sorghum and products,"Default composition: 83 Sorghum, 84 Flour, sorghum, 85 Bran, sorghum"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2571,Soyabean Oil,"Default composition: 237 Oil, soybean"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2555,Soyabeans,"Default composition: 236 Soybeans, 239 Soya sauce, 240 Soya paste, 241 Soya curd"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2923,Spices,
CC,Food Balance: Food Supply - Crops Primary Equivalent,2645,"Spices, Other","Default composition: 692 Vanilla, 693 Cinnamon (canella), 702 Nutmeg, mace and cardamoms, 711 Anise, badian, fennel, coriander, 720 Ginger, 723 Spices, nes"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2907,Starchy Roots,
CC,Food Balance: Food Supply - Crops Primary Equivalent,2922,Stimulants,
CC,Food Balance: Food Supply - Crops Primary Equivalent,2909,Sugar & Sweeteners,
CC,Food Balance: Food Supply - Crops Primary Equivalent,2542,Sugar (Raw Equivalent),"Default composition: 158 Sugar, cane, raw, centrifugal, 159 Sugar, beet, raw, centrifugal, 162 Sugar Raw Centrifugal, 164 Sugar refined, 168 Sugar confectionery, 171 Sugar flavoured"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2537,Sugar beet,Default composition: 157 Sugar beet
CC,Food Balance: Food Supply - Crops Primary Equivalent,2536,Sugar cane,Default composition: 156 Sugar cane
CC,Food Balance: Food Supply - Crops Primary Equivalent,2908,Sugar Crops,
CC,Food Balance: Food Supply - Crops Primary Equivalent,2541,Sugar non-centrifugal,Default composition: 163 Sugar non-centrifugal
CC,Food Balance: Food Supply - Crops Primary Equivalent,2827,"Sugar, Raw Equivalent","Default composition: 154 Fructose chemically pure, 155 Maltose chemically pure, 160 Maple sugar and syrups, 161 Sugar crops, nes, 162 Sugar Raw Centrifugal, 163 Sugar non-centrifugal, 166 Fructose and syrup, other, 167 Sugar, nes, 172 Glucose and dextrose, 173 Lactose"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2818,"Sugar, Refined Equiv",Default composition: 162 Sugar Raw Centrifugal
CC,Food Balance: Food Supply - Crops Primary Equivalent,2557,Sunflower seed,Default composition: 267 Sunflower seed
CC,Food Balance: Food Supply - Crops Primary Equivalent,2573,Sunflowerseed Oil,"Default composition: 268 Oil, sunflower"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2533,Sweet potatoes,Default composition: 122 Sweet potatoes
CC,Food Balance: Food Supply - Crops Primary Equivalent,2543,"Sweeteners, Other","Default composition: 154 Fructose chemically pure, 155 Maltose chemically pure, 160 Maple sugar and syrups, 161 Sugar crops, nes, 165 Molasses, 166 Fructose and syrup, other, 167 Sugar, nes, 172 Glucose and dextrose, 173 Lactose, 175 Isoglucose, 633 Beverages, non alcoholic"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2635,Tea (including mate),"Default composition: 667 Tea, 671 Maté, 672 Tea, mate extracts"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2601,Tomatoes and products,"Default composition: 388 Tomatoes, 389 Juice, tomato, concentrated, 390 Juice, tomato, 391 Tomatoes, paste, 392 Tomatoes, peeled"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2912,Treenuts,
CC,Food Balance: Food Supply - Crops Primary Equivalent,2914,Vegetable Oils,
CC,Food Balance: Food Supply - Crops Primary Equivalent,2918,Vegetables,
CC,Food Balance: Food Supply - Crops Primary Equivalent,2605,"Vegetables, Other","Default composition: 358 Cabbages and other brassicas, 366 Artichokes, 367 Asparagus, 372 Lettuce and chicory, 373 Spinach, 378 Cassava leaves, 393 Cauliflowers and broccoli, 394 Pumpkins, squash and gourds, 397 Cucumbers and gherkins, 399 Eggplants (aubergines), 401 Chillies and peppers, green, 402 Onions, shallots, green, 406 Garlic, 407 Leeks, other alliaceous vegetables, 414 Beans, green, 417 Peas, green, 420 Vegetables, leguminous nes, 423 String beans, 426 Carrots and turnips, 430 Okra, 446 Maize, green, 447 Sweet corn frozen, 448 Sweet corn prep or preserved, 449 Mushrooms and truffles, 450 Mushrooms, dried, 451 Mushrooms, canned, 459 Chicory roots, 461 Carobs, 463 Vegetables, fresh nes, 464 Vegetables, dried nes, 465 Vegetables, canned nes, 466 Juice, vegetables nes, 469 Vegetables, dehydrated, 471 Vegetables in vinegar, 472 Vegetables, preserved nes, 473 Vegetables, frozen, 474 Vegetables, temporarily preserved, 475 Vegetables, preserved, frozen, 476 Vegetables, homogenized preparations, 567 Watermelons, 568 Melons, other (inc.cantaloupes), 658 Coffee, substitutes containing coffee"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2903,Vegetal Products,
CC,Food Balance: Food Supply - Crops Primary Equivalent,2511,Wheat and products,"Default composition: 15 Wheat, 16 Flour, wheat, 17 Bran, wheat, 18 Macaroni, 19 Germ, wheat, 20 Bread, 21 Bulgur, 22 Pastry, 23 Starch, wheat, 24 Gluten, wheat, 41 Cereals, breakfast, 110 Wafers, 114 Mixes and doughs, 115 Food preparations, flour, malt extract"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2655,Wine,"Default composition: 564 Wine, 565 Vermouths & similar"
CC,Food Balance: Food Supply - Crops Primary Equivalent,2535,Yams,Default composition: 137 Yams
CL,Food Balance: Food Supply - Livestock and Fish Primary Equivalent,2946,Animal fats,
CL,Food Balance: Food Supply - Livestock and Fish Primary Equivalent,2941,Animal Products,
CL,Food Balance: Food Supply - Livestock and Fish Primary Equivalent,2769,"Aquatic Animals, Others","Default composition: 1587 Aqutc Anim F, 1588 Aq A Cured, 1589 Aquatic Animals Meals, 1590 Aq A Prep Ns"
CL,Food Balance: Food Supply - Livestock and Fish Primary Equivalent,2775,Aquatic Plants,"Default composition: 1594 Aquatic plants, fresh, 1595 Aquatic plants, dried, 1596 Aquatic plants, other preparations"
CL,Food Balance: Food Supply - Livestock and Fish Primary Equivalent,2961,"Aquatic Products, Other",
CL,Food Balance: Food Supply - Livestock and Fish Primary Equivalent,2731,Bovine Meat,"Default composition: 867 Meat, cattle, 870 Meat, cattle, boneless (beef & veal), 872 Meat, beef, dried, salted, smoked, 873 Meat, extracts, 874 Meat, beef and veal sausages, 875 Meat, beef, preparations, 876 Meat, beef, canned, 877 Meat, homogenized preparations, 947 Meat, buffalo"
CL,Food Balance: Food Supply - Livestock and Fish Primary Equivalent,2740,"Butter, Ghee","Default composition: 886 Butter, cow milk, 887 Ghee, butteroil of cow milk, 952 Butter, buffalo milk, 953 Ghee, of buffalo milk, 983 Butter and ghee, sheep milk, 1022 Butter of goat mlk"
